GeneID1	GeneID2
64710	6900
6900	81788
81788	85414
85414	93273
93273	9911
9911	155184
155184	2023
2023	473
473	50651
50651	54206
54206	765
765	103
103	10456
10456	10899
10899	11000
11000	1141
1141	126668
126668	126669
126669	148327
148327	200186
200186	25912
25912	27173
27173	3570
3570	3782
3782	388701
388701	55585
55585	57198
57198	57459
57459	5872
5872	6232
6232	65123
65123	7170
7170	89872
89872	91181
91181	9898
9898	9909
9909	116362
116362	199953
199953	22883
22883	5293
5293	56998
56998	644997
644997	64802
64802	6518
6518	80045
80045	80176
80176	84275
84275	84328
84328	9563
9563	10485
10485	10763
10763	11243
11243	112770
112770	128229
128229	128239
128239	128240
128240	1382
1382	164118
164118	22889
22889	23208
23208	23381
23381	28956
28956	3068
3068	339403
339403	391104
391104	4000
4000	4209
4209	51093
51093	54856
54856	54865
54865	56893
56893	57111
57111	57127
57127	6016
6016	60484
60484	632
632	63827
63827	64218
64218	6746
6746	677771
677771	677823
677823	7203
7203	79590
79590	79957
79957	81875
81875	84283
84283	9181
9181	92312
92312	9673
9673	10277
10277	1325
1325	148345
148345	1676
1676	23095
23095	23435
23435	378708
378708	5195
5195	5226
5226	54897
54897	10630
10630	343068
343068	343070
343070	391004
391004	400736
400736	401940
401940	645414
645414	645425
645425	654348
654348	729528
729528	126767
126767	343066
343066	343069
343069	343071
343071	390999
390999	391002
391002	55187
55187	60672
60672	65121
65121	65122
65122	653606
653606	677885
677885	7133
7133	9249
9249	93190
93190	943
943	388677
388677	653598
653598	728875
728875	767846
767846	9554
9554	9659
9659	114784
114784	127534
127534	127540
127540	2709
2709	84970
84970	11240
11240	23400
23400	23569
23569	29943
29943	353238
353238	4237
4237	51702
51702	55160
55160	55920
55920	6390
6390	81569
81569	9696
9696	644591
644591	10401
10401	10623
10623	10628
10628	11126
11126	114814
114814	128077
128077	148738
148738	148741
148741	200035
200035	27246
27246	284615
284615	5174
5174	653401
653401	653519
653519	728932
728932	728989
728989	84265
84265	8515
8515	8799
8799	9939
9939	171423
171423	2330
2330	2702
2702	2703
2703	51205
51205	51463
51463	5565
5565	607
607	728939
728939	9557
9557	164022
164022	200030
200030	284565
284565	10262
10262	10903
10903	11311
11311	148523
148523	1520
1520	1893
1893	2029
2029	2209
2209	23248
23248	23632
23632	317772
317772	333932
333932	4170
4170	440689
440689	51027
51027	51107
51107	51177
51177	54460
54460	54507
54507	55204
55204	554313
554313	56957
56957	653604
653604	723790
723790	79630
79630	80222
80222	81611
81611	8338
8338	8349
8349	84072
84072	9129
9129	9900
9900	11022
11022	117145
117145	126637
126637	126638
126638	199834
199834	2312
2312	254910
254910	26239
26239	284486
284486	339398
339398	353139
353139	353140
353140	353141
353141	353142
353142	353143
353143	353144
353144	353145
353145	388697
388697	388698
388698	448834
448834	49860
49860	51686
51686	54544
54544	6097
6097	6281
6281	6282
6282	65005
65005	7062
7062	84648
84648	114771
114771	140576
140576	149018
149018	163778
163778	23557
23557	26097
26097	338324
338324	353131
353131	353132
353132	353133
353133	353134
353134	353135
353135	353137
353137	3608
3608	3713
3713	4014
4014	4184
4184	448835
448835	4881
4881	57115
57115	57402
57402	6271
6271	6273
6273	6274
6274	6275
6275	6276
6276	6277
6277	6278
6278	6279
6279	6280
6280	6283
6283	6284
6284	645922
645922	6698
6698	6699
6699	6700
6700	6701
6701	6702
6702	6703
6703	6704
6704	6705
6705	6706
6706	6707
6707	115019
115019	148811
148811	1510
1510	1939
1939	23380
23380	254428
254428	440712
440712	553
553	729533
729533	83593
83593	8444
8444	8934
8934	9261
9261	9641
9641	148641
148641	359948
359948	388753
388753	6894
6894	1130
1130	148789
148789	2786
2786	51742
51742	677802
677802	6905
6905	9453
9453	9804
9804	127707
127707	5081
5081	84966
84966	4146
4146	7805
7805	2046
2046	2048
2048	23436
23436	29092
29092	3339
3339	401944
401944	54361
54361	712
712	713
713	714
714	9923
9923	998
998	1889
1889	249
249	5909
5909	84196
84196	84224
84224	8672
8672	10250
10250	10772
10772	11123
11123	1269
1269	127294
127294	163702
163702	2517
2517	25932
25932	3155
3155	400746
400746	55629
55629	57185
57185	57822
57822	58985
58985	90529
90529	23585
23585	25949
25949	26119
26119	55219
55219	57035
57035	57134
57134	57190
57190	6006
6006	6007
6007	864
864	100129405
100129405	10067
10067	10654
10654	10712
10712	1163
1163	1196
1196	127579
127579	149095
149095	1942
1942	1944
1944	1945
1945	200185
200185	2224
2224	23623
23623	2629
2629	2630
2630	284618
284618	4580
4580	4582
4582	51043
51043	5313
5313	54344
54344	55154
55154	55249
55249	55870
55870	55891
55891	55974
55974	57326
57326	57657
57657	645676
645676	6464
6464	7059
7059	7818
7818	80128
80128	80308
80308	8751
8751	90780
90780	10256
10256	1043
1043	149420
149420	164091
164091	2134
2134	257101
257101	3151
3151	378807
378807	3925
3925	5051
5051	51042
51042	55057
55057	55650
55650	56181
56181	6195
6195	64793
64793	7780
7780	79000
79000	79727
79727	79927
79927	79947
79947	8289
8289	83442
83442	84676
84676	91544
91544	10691
10691	1104
1104	115273
115273	2140
2140	22826
22826	23673
23673	26824
26824	27293
27293	51441
51441	54797
54797	54952
54952	5511
5511	55113
55113	5724
5724	6118
6118	65979
65979	677774
677774	6883
6883	692212
692212	83667
83667	8420
8420	85028
85028	93974
93974	9473
9473	10076
10076	2035
2035	399474
399474	4985
4985	51102
51102	6429
6429	284654
284654	284656
284656	2899
2899	29889
29889	54955
54955	55143
55143	64769
64769	7802
7802	79753
79753	80149
80149	127700
127700	1296
1296	1441
1441	192669
192669	192670
192670	26523
26523	27095
27095	27285
27285	54936
54936	55194
55194	55700
55700	63967
63967	64960
64960	79729
79729	83931
83931	84967
84967	9967
9967	10450
10450	23499
23499	26292
26292	26508
26508	353500
353500	4725
4725	51440
51440	54933
54933	64121
64121	643314
643314	656
656	677834
677834	728448
728448	79647
79647	81025
81025	84618
84618	8761
8761	10946
10946	127687
127687	149175
149175	2275
2275	3633
3633	4520
4520	51118
51118	5453
5453	79693
79693	10446
10446	127845
127845	22874
22874	284573
284573	3814
3814	4194
4194	5287
5287	54900
54900	55224
55224	5972
5972	6635
6635	84919
84919	9580
9580	9877
9877	10269
10269	10487
10487	127391
127391	127396
127396	1298
1298	339559
339559	4610
4610	4802
4802	54802
54802	5538
5538	6018
6018	64064
64064	64744
64744	64789
64789	65243
65243	84879
84879	9783
9783	10465
10465	149461
149461	22887
22887	284716
284716	2980
2980	2981
2981	4904
4904	59269
59269	64175
64175	728621
728621	79717
79717	84217
84217	1503
1503	163732
163732	1907
1907	200172
200172	22955
22955	9132
9132	100131187
100131187	11266
11266	126823
126823	127943
127943	142683
142683	2207
2207	2212
2212	2213
2213	2214
2214	2215
2215	257106
257106	257177
257177	27005
27005	3310
3310	336
336	4063
4063	4359
4359	4720
4720	4817
4817	50848
50848	51506
51506	51744
51744	5202
5202	5498
5498	55600
55600	6391
6391	641311
641311	654790
654790	7391
7391	81607
81607	84134
84134	84824
84824	8703
8703	9103
9103	9191
9191	9507
9507	9970
9970	11004
11004	128209
128209	149473
149473	1802
1802	533
533	55182
55182	55929
55929	6487
6487	6536
6536	79033
79033	79639
79639	8704
8704	9048
9048	9670
9670	10969
10969	112950
112950	114625
114625	128218
128218	149465
149465	149466
149466	23334
23334	374969
374969	4352
4352	440585
440585	51058
51058	5792
5792	64834
64834	6513
6513	7075
7075	79078
79078	81888
81888	9682
9682	991
991	114836
114836	1314
1314	23385
23385	25790
25790	284677
284677	343413
343413	3765
3765	3766
3766	391123
391123	474338
474338	477
477	480
480	4807
4807	50717
50717	54935
54935	56833
56833	57216
57216	57549
57549	57823
57823	5824
5824	6504
6504	8407
8407	844
844	8682
8682	8832
8832	89886
89886	93183
93183	93185
93185	962
962	10103
10103	10489
10489	127343
127343	148930
148930	148932
148932	2166
2166	23139
23139	374973
374973	387338
387338	541468
541468	55624
55624	64756
64756	7388
7388	8438
8438	8503
8503	8569
8569	9813
9813	127435
127435	1376
1376	148979
148979	163742
163742	4116
4116	54987
54987	55268
55268	6342
6342	63948
63948	6512
6512	7804
7804	79699
79699	10228
10228	3140
3140	51278
51278	57710
57710	777
777	9213
9213	116461
116461	23127
23127	23179
23179	80267
80267	81563
81563	1465
1465	23046
23046	23271
23271	23612
23612	252839
252839	2848
2848	376693
376693	3898
3898	5317
5317	55765
55765	7135
7135	7139
7139	779
779	89796
89796	91156
91156	10440
10440	127829
127829	127833
127833	148713
148713	149345
149345	1999
1999	25802
25802	29089
29089	4660
4660	55705
55705	5778
5778	59352
59352	6051
6051	9283
9283	11218
11218	3752
3752	54879
54879	55917
55917	55924
55924	5906
5906	7482
7482	829
829	115353
115353	127428
127428	1733
1733	200008
200008	23648
23648	25973
25973	26027
26027	338094
338094	374977
374977	388633
388633	51253
51253	51668
51668	54432
54432	55706
55706	606495
606495	7268
7268	9528
9528	199920
199920	5563
5563	8613
8613	163747
163747	1718
1718	199964
199964	23358
23358	255738
255738	55001
55001	7809
7809	10026
10026	23032
23032	26009
26009	26289
26289	645441
645441	81849
81849	127247
127247	256435
256435	26804
26804	26805
26805	34
34	4438
4438	5876
5876	692085
692085	5586
5586	8543
8543	9403
9403	9653
9653	10390
10390	1117
1117	128338
128338	128344
128344	128346
128346	140
140	149620
149620	27159
27159	3738
3738	5016
5016	515
515	55791
55791	79084
79084	79961
79961	963
963	126868
126868	3321
3321	476
476	4808
4808	55356
55356	81839
81839	845
845	84852
84852	965
965	10905
10905	54855
54855	5738
5738	79679
79679	80263
80263	8458
8458	914
914	9398
9398	10352
10352	3283
3283	3284
3284	51179
51179	6913
6913	90874
90874	11085
11085	2210
2210	26227
26227	3158
3158	343505
343505	4853
4853	653820
653820	83998
83998	11009
11009	1378
1378	1379
1379	1380
1380	1604
1604	29949
29949	3586
3586	4179
4179	50604
50604	5208
5208	5284
5284	55432
55432	722
722	725
725	79098
79098	83953
83953	9214
9214	647121
647121	10638
10638	126731
126731	23456
23456	27097
27097	55746
55746	58
58	5867
5867	9816
9816	115350
115350	128360
128360	128367
128367	128368
128368	128371
128371	343406
343406	391107
391107	391109
391109	391112
391112	391114
391114	55243
55243	6708
6708	79368
79368	81448
81448	909
909	910
910	911
911	912
912	913
913	922
922	115352
115352	149499
149499	2117
2117	360155
360155	3645
3645	375033
375033	440695
440695	4914
4914	5546
5546	83416
83416	83417
83417	9047
9047	9826
9826	339535
339535	57829
57829	6262
6262	5087
5087	10560
10560	2153
2153	29922
29922	481
481	57821
57821	6401
6401	6402
6402	6403
6403	79100
79100	8548
8548	1805
1805	23432
23432	25874
25874	261726
261726	375035
375035	55811
55811	55827
55827	6375
6375	6846
6846	9019
9019	9095
9095	127665
127665	127670
127670	2752
2752	353299
353299	6004
6004	6041
6041	85397
85397	11221
11221	3142
3142	400804
400804	54996
54996	64757
64757	3775
3775	54627
54627	80003
80003	84284
84284	84451
84451	101
101	10844
10844	118472
118472	170393
170393	170394
170394	255352
255352	27287
27287	3632
3632	50632
50632	54777
54777	80313
80313	8433
8433	84435
84435	84504
84504	85442
85442	10771
10771	22982
22982	23185
23185	347688
347688	100216001
100216001	338588
338588	389932
389932	83592
83592	10531
10531	1316
1316	5214
5214	10659
10659	254312
254312	254427
254427	79746
79746	9712
9712	22944
22944	3698
3698	509
509	57713
57713	80760
80760	83860
83860	119467
119467	1793
1793	399823
399823	4288
4288	5791
5791	594857
594857	100129482
100129482	441666
441666	55454
55454	5979
5979	7582
7582	84856
84856	9790
9790	10539
10539	253738
253738	4255
4255	10570
10570	282973
282973	282974
282974	55844
55844	664
664	100133308
100133308	11067
11067	220979
220979	6387
6387	643236
643236	7570
7570	83937
83937	26095
26095	2658
2658	2662
2662	5949
5949	119016
119016	220972
220972	240
240	253725
253725	79290
79290	93550
93550	1103
1103	118461
118461	170371
170371	2074
2074	282966
282966	55753
55753	644168
644168	6572
6572	728404
728404	8505
8505	10431
10431	259230
259230	387680
387680	414189
414189	4477
4477	56624
56624	653268
653268	8031
8031	100132929
100132929	5540
5540	728053
728053	728603
728603	728643
728643	83849
83849	9721
9721	143162
143162	196740
196740	474354
474354	5599
5599	57705
57705	58504
58504	10974
10974	11155
11155	119385
119385	23063
23063	2746
2746	2894
2894	54537
54537	657
657	6623
6623	728118
728118	728190
728190	79812
79812	94233
94233	100144748
100144748	5728
5728	728130
728130	84896
84896	9060
9060	9562
9562	153
153	3026
3026	340706
340706	374354
374354	4892
4892	55088
55088	56165
56165	79949
79949	840
840	9937
9937	10579
10579	118663
118663	118670
118670	118672
118672	1755
1755	196792
196792	3167
3167	340784
340784	36
36	375940
375940	387715
387715	399814
399814	50624
50624	5654
5654	59338
59338	64376
64376	80007
80007	9184
9184	118738
118738	195977
195977	244
244	55747
55747	653145
653145	1305
1305	1979
1979	219738
219738	219743
219743	27143
27143	4838
4838	50674
50674	5464
5464	55222
55222	55506
55506	56681
56681	64106
64106	84883
84883	10105
10105	143244
143244	219654
219654	283050
283050	57178
57178	729238
729238	119587
119587	2849
2849	51363
51363	219348
219348	311
311	6441
6441	653509
653509	80195
80195	8512
8512	29974
29974	5592
5592	653308
653308	10367
10367	119504
119504	51008
51008	54541
54541	54788
54788	5660
5660	64072
64072	64115
64115	9469
9469	9806
9806	140766
140766	219699
219699	219793
219793	5092
5092	55315
55315	5551
5551	8879
8879	11128
11128	3778
3778	6229
6229	9231
9231	1488
1488	23172
23172	399818
399818	4942
4942	54764
54764	64077
64077	9679
9679	26103
26103	27069
27069	340745
340745	387695
387695	5995
5995	92211
92211	143241
143241	387694
387694	4143
4143	81619
81619	84293
84293	84332
84332	118932
118932	142910
142910	340654
340654	355
355	3988
3988	55328
55328	57559
57559	59
59	643414
643414	643418
643418	8513
8513	9023
9023	256536
256536	118611
118611	642938
642938	8038
8038	10004
10004	10235
10235	10435
10435	10938
10938	113130
113130	116071
116071	116085
116085	170589
170589	2197
2197	220359
220359	23130
23130	23649
23649	283129
283129	283130
283130	283131
283131	29901
29901	29907
29907	387778
387778	402
402	4221
4221	440044
440044	5526
5526	55561
55561	55867
55867	5837
5837	5871
5871	5977
5977	7108
7108	738
738	740
740	741
741	7536
7536	7542
7542	823
823	83786
83786	84447
84447	9379
9379	10410
10410	10522
10522	10581
10581	11187
11187	113746
113746	115399
115399	147199
147199	161
161	171389
171389	1815
1815	23410
23410	256329
256329	283229
283229	283232
283232	3265
3265	338440
338440	338707
338707	347862
347862	3665
3665	387733
387733	51272
51272	51286
51286	53841
53841	5441
5441	55367
55367	57104
57104	5719
5719	57661
57661	59307
59307	6050
6050	60626
60626	6181
6181	619565
619565	6343
6343	64787
64787	66005
66005	6888
6888	7106
7106	79751
79751	80162
80162	8045
8045	81490
81490	8519
8519	977
977	10089
10089	10524
10524	10534
10534	10589
10589	1072
1072	10897
10897	10992
10992	11007
11007	11041
11041	117144
117144	1474
1474	1521
1521	23625
23625	246330
246330	254102
254102	254122
254122	254187
254187	254263
254263	256472
256472	25855
25855	266743
266743	30008
30008	3177
3177	378938
378938	399909
399909	4054
4054	4296
4296	5017
5017	55690
55690	57124
57124	57410
57410	5970
5970	64837
64837	6494
6494	65003
65003	80198
80198	8061
8061	81876
81876	83638
83638	84153
84153	84285
84285	8815
8815	89792
89792	9092
9092	91056
91056	9158
9158	9610
9610	10072
10072	10432
10432	156
156	22992
22992	23529
23529	254359
254359	254439
254439	29984
29984	338692
338692	374403
374403	390212
390212	5091
5091	54961
54961	5499
5499	55231
55231	57010
57010	57175
57175	57571
57571	57804
57804	5790
5790	582
582	5883
5883	6199
6199	6712
6712	78999
78999	79703
79703	80194
80194	83759
83759	8722
8722	89
89	91683
91683	9973
9973	9986
9986	10263
10263	10312
10312	1119
1119	221
221	222
222	254552
254552	2950
2950	347853
347853	4041
4041	4723
4723	4728
4728	51111
51111	51475
51475	53838
53838	55291
55291	645332
645332	81622
81622	9049
9049	91703
91703	9600
9600	10205
10205	10632
10632	120425
120425	143941
143941	196264
196264	23187
23187	3587
3587	372
372	4297
4297	486
486	53826
53826	56649
56649	56912
56912	57453
57453	6327
6327	6330
6330	84000
84000	84866
84866	915
915	916
916	917
917	9354
9354	10647
10647	10648
10648	113157
113157	220004
220004	2237
2237	2495
2495	26070
26070	3619
3619	3992
3992	3995
3995	404552
404552	4246
4246	4250
4250	5866
5866	7356
7356	7439
7439	745
745	746
746	747
747	80150
80150	9066
9066	9415
9415	1509
1509	1850
1850	283120
283120	338651
338651	387264
387264	387266
387266	387267
387267	387742
387742	4046
4046	439915
439915	440021
440021	440023
440023	4583
4583	4586
4586	4588
4588	54472
54472	6150
6150	7136
7136	7140
7140	81532
81532	90019
90019	9024
9024	10313
10313	10963
10963	11145
11145	117245
117245	1351
1351	144097
144097	2011
2011	2101
2101	2286
2286	23769
23769	25824
25824	25858
25858	25923
25923	26472
26472	283234
283234	283248
283248	28992
28992	3338
3338	50801
50801	51504
51504	5331
5331	54979
54979	55611
55611	56834
56834	572
572	5920
5920	65998
65998	7423
7423	79829
79829	83706
83706	83707
83707	84304
84304	85329
85329	8986
8986	116512
116512	1374
1374	219927
219927	219928
219928	219931
219931	26579
26579	3508
3508	51083
51083	9633
9633	2017
2017	220064
220064	2248
2248	2249
2249	22941
22941	55107
55107	595
595	8500
8500	8772
8772	9965
9965	1717
1717	3846
3846	387273
387273	440050
440050	440051
440051	55191
55191	57830
57830	10525
10525	11181
11181	1656
1656	1798
1798	2542
2542	25988
25988	283149
283149	283150
283150	283152
283152	3014
3014	3145
3145	338657
338657	4162
4162	51399
51399	55823
55823	6230
6230	64137
64137	643
643	649946
649946	7070
7070	7379
7379	79102
79102	79671
79671	79849
79849	83552
83552	867
867	9099
9099	9854
9854	219902
219902	220323
220323	23365
23365	23650
23650	25833
25833	5818
5818	10077
10077	10078
10078	1028
1028	10984
10984	29125
29125	29850
29850	3481
3481	3784
3784	430
430	4676
4676	5002
5002	5003
5003	51214
51214	55539
55539	677833
677833	7054
7054	723961
723961	7262
7262	833
833	975
975	10068
10068	220074
220074	2348
2348	2350
2350	2352
2352	245911
245911	25906
25906	3636
3636	401
401	4926
4926	5138
5138	55004
55004	55199
55199	55298
55298	81570
81570	114879
114879	116534
116534	116969
116969	27315
27315	391
391	417
417	4928
4928	57053
57053	650368
650368	6786
6786	7221
7221	7748
7748	120071
120071	1408
1408	143678
143678	51317
51317	55343
55343	56981
56981	57586
57586	8534
8534	9409
9409	9479
9479	27122
27122	283106
283106	374378
374378	55031
55031	26011
26011	2132
2132	221122
221122	3732
3732	390110
390110	60529
60529	84680
84680	90139
90139	9537
9537	10083
10083	26297
26297	374383
374383	3746
3746	3767
3767	4654
4654	4925
4925	5286
5286	6207
6207	6833
6833	7166
7166	117194
117194	54503
54503	79733
79733	8048
8048	89797
89797	1813
1813	255239
255239	4684
4684	54970
54970	143458
143458	24147
24147	25891
25891	54765
54765	6506
6506	960
960	2001
2001	25841
25841	26298
26298	4076
4076	51074
51074	55226
55226	8050
8050	847
847	112936
112936	112937
112937	219938
219938	22997
22997	23310
23310	27034
27034	27087
27087	283174
283174	29087
29087	83700
83700	89944
89944	10003
10003	120126
120126	219595
219595	26973
26973	57093
57093	729384
729384	119764
119764	119765
119765	256144
256144	256148
256148	390113
390113	403253
403253	403257
403257	5795
5795	4978
4978	2915
2915	50507
50507	7299
7299	2346
2346	283092
283092	283093
283093	440040
440040	79097
79097	81327
81327	81328
81328	441601
441601	646813
646813	119749
119749	81318
81318	10809
10809	116985
116985	23201
23201	5029
5029	5031
5031	84957
84957	89849
89849	9828
9828	9873
9873	10714
10714	10825
10825	11309
11309	114599
114599	143570
143570	254225
254225	25884
25884	283212
283212	341152
341152	408
408	4135
4135	6079
6079	6188
6188	81544
81544	871
871	9789
9789	84623
84623	399979
399979	50863
50863	219899
219899	2900
2900	6309
6309	6653
6653	7007
7007	219833
219833	2313
2313	3758
3758	3762
3762	63970
63970	8538
8538	9743
9743	2113
2113	10566
10566	10635
10635	2251
2251	26290
26290	3736
3736	3742
3742	4704
4704	57102
57102	57103
57103	8074
8074	8798
8798	894
894	10867
10867	56341
56341	57097
57097	7004
7004	84766
84766	11108
11108	11137
11137	121549
121549	121551
121551	1407
1407	112802
112802	121391
121391	140807
140807	196374
196374	1975
1975	23371
23371	283337
283337	286887
286887	319101
319101	338785
338785	3489
3489	3695
3695	374454
374454	3848
3848	3849
3849	3850
3850	3851
3851	3852
3852	3853
3853	3854
3854	3856
3856	3875
3875	3888
3888	3889
3889	3890
3890	3891
3891	51350
51350	51380
51380	5204
5204	5916
5916	60314
60314	8086
8086	8435
8435	84926
84926	84975
84975	9119
9119	9700
9700	3741
3741	4908
4908	57101
57101	7450
7450	10993
10993	113675
113675	115811
115811	1840
1840	196463
196463	53373
53373	64211
64211	79039
79039	80024
80024	8437
8437	84934
84934	9904
9904	144203
144203	160518
160518	1663
1663	196394
196394	254013
254013	440093
440093	441631
441631	58516
58516	79857
79857	10219
10219	144571
144571	160365
160365	2
2	29121
29121	374443
374443	3820
3820	387836
387836	440081
440081	51348
51348	5858
5858	642846
642846	969
969	9976
9976	1027
1027	118426
118426	1389
1389	2842
2842	4040
4040	503693
503693	51202
51202	54682
54682	55507
55507	79370
79370	80824
80824	81575
81575	9052
9052	2120
2120	259289
259289	259290
259290	259292
259292	259293
259293	259294
259294	259295
259295	259296
259296	353164
353164	5542
5542	5544
5544	5545
5545	5554
5554	653247
653247	11226
11226	144501
144501	160622
160622	1990
1990	3164
3164	341405
341405	3855
3855	3887
3887	3892
3892	401720
401720	51411
51411	60673
60673	6334
6334	91
91	94
94	9498
9498	121642
121642	121643
121643	283446
283446	32
32	326625
326625	400073
400073	4598
4598	51228
51228	59341
59341	7374
7374	83892
83892	84260
84260	84749
84749	84915
84915	84983
84983	88455
88455	89910
89910	9815
9815	10985
10985	11021
11021	121665
121665	1337
1337	23409
23409	283458
283458	283459
283459	35
35	4440
4440	51367
51367	51499
51499	5319
5319	5829
5829	6175
6175	64897
64897	6927
6927	84274
84274	84747
84747	8638
8638	8655
8655	8683
8683	92558
92558	9478
9478	9761
9761	9921
9921	10728
10728	11176
11176	11247
11247	11318
11318	121214
121214	22864
22864	23306
23306	246329
246329	26789
26789	27165
27165	283377
283377	319
319	4035
4035	4284
4284	4640
4640	4665
4665	4666
4666	506
506	51561
51561	5557
5557	56901
56901	5939
5939	6472
6472	6773
6773	6778
6778	6866
6866	692090
692090	8608
8608	8630
8630	8914
8914	9880
9880	9924
9924	144347
144347	144348
144348	57647
57647	7316
7316	80212
80212	949
949	9612
9612	100130238
100130238	192111
192111	22953
22953	23141
23141	2802
2802	317781
317781	347918
347918	50614
50614	5426
5426	55743
55743	57634
57634	57666
57666	5827
5827	677829
677829	79050
79050	114130
114130	121260
121260	144423
144423	92293
92293	160419
160419	80184
80184	91298
91298	338809
338809	440107
440107	574016
574016	574028
574028	694
694	8411
8411	1634
1634	4060
4060	23389
23389	26259
26259	400077
400077	54997
54997	643246
643246	79794
79794	84900
84900	8739
8739	11113
11113	144742
144742	160777
160777	26353
26353	5564
5564	84530
84530	116437
116437	283383
283383	4326
4326	6433
6433	80324
80324	8408
8408	100190940
100190940	11211
11211	2054
2054	23504
23504	5901
5901	9271
9271	6910
6910	6926
6926	121256
121256	114795
114795	140707
140707	65985
65985	121793
121793	3621
3621	55608
55608	55647
55647	55739
55739	79587
79587	8874
8874	10804
10804	2700
2700	2706
2706	51084
51084	54737
54737	55269
55269	7750
7750	9205
9205	93492
93492	10284
10284	221143
221143	221150
221150	221154
221154	253832
253832	26524
26524	53342
53342	64328
64328	78988
78988	8100
8100	10426
10426	122258
122258	2155
2155	2159
2159	23250
23250	23263
23263	3916
3916	400165
400165	55795
55795	8451
8451	8858
8858	26278
26278	6445
6445	2254
2254	100131561
100131561	1880
1880	23348
23348	2841
2841	337867
337867	6564
6564	8428
8428	9375
9375	143
143	221178
221178	338872
338872	387911
387911	4285
4285	542767
542767	55504
55504	113622
113622	22821
22821	2621
2621	348013
348013	496
496	55002
55002	55208
55208	6011
6011	643365
643365	7027
7027	79774
79774	1024
1024	387914
387914	51761
51761	6049
6049	1045
1045	219409
219409	222484
222484	2321
2321	2322
2322	255967
255967	3651
3651	432369
432369	51082
51082	646625
646625	10810
10810	219333
219333	219402
219402	26771
26771	2835
2835	2971
2971	387496
387496	6144
6144	619499
619499	23281
23281	283537
283537	51371
51371	6541
6541	10208
10208	10808
10808	122046
122046	145173
145173	241
241	84935
84935	100188949
100188949	3146
3146	5412
5412	84056
84056	10257
10257	11166
11166	160897
160897	23483
23483	5983
5983	10443
10443	23047
23047	90627
90627	9365
9365	26960
26960	4081
4081	10166
10166	10240
10240	11193
11193	1997
1997	2308
2308	26636
26636	283507
283507	28984
28984	79612
79612	84078
84078	89890
89890	9617
9617	10186
10186	57511
57511	646982
646982	11215
11215	160851
160851	23078
23078	121838
121838	144811
144811	160857
160857	387923
387923	55068
55068	8848
8848	144809
144809	29103
29103	8600
8600	94240
94240	283491
283491	1361
1361	220081
220081	220082
220082	23091
23091	283514
283514	3936
3936	80183
80183	83548
83548	1102
1102	22862
22862	2862
2862	51131
51131	57105
57105	81602
81602	81617
81617	83852
83852	220107
220107	220108
220108	26512
26512	2974
2974	647174
647174	79621
79621	10206
10206	115761
115761	145165
145165	220429
220429	283518
283518	3839
3839	55213
55213	57213
57213	84650
84650	8847
8847	115825
115825	220115
220115	26586
26586	283521
283521	341676
341676	374500
374500	4752
4752	51028
51028	540
540	55901
55901	79758
79758	83446
83446	9724
9724	1282
1282	1284
1284	8660
8660	10562
10562	10910
10910	11061
11061	144983
144983	5100
5100	5457
5457	54602
54602	64062
64062	79596
79596	122060
122060	1910
1910	8796
8796	10253
10253	2262
2262	10160
10160	140432
140432	3843
3843	1948
1948	55082
55082	121952
121952	196541
196541	2073
